Condition,Price,Propulsion,No. Engines,Year,Make,Model,Flight Rules,National Origin,Country,Continent
Used,979000.0,Piston Engine,2.0,2014.0,Beechcraft,G58 Baron,No information,United States,United States,North America
Used,165000.0,Piston Engine,1.0,1972.0,Cessna,T210L,IFR,United States,United States,North America
Used,26900.0,Piston Engine,1.0,1969.0,Cessna,150J,VFR,United States,United States,North America
Used,78500.0,Piston Engine,1.0,1973.0,Maule Air,M-5-210C,No information,United States,United States,North America
Used,189000.0,Piston Engine,1.0,2002.0,Cessna,172S Skyhawk Sp,IFR,United States,United States,North America
Used,159900.0,Piston Engine,1.0,2004.0,Piper Aircraft,Arrow,IFR,United States,United States,North America
Used,179900.0,Piston Engine,1.0,1987.0,Cessna,T210N,IFR,United States,United States,North America
Used,49950.0,Piston Engine,1.0,1978.0,Beechcraft,C23 Sundowner 180,IFR,United States,United States,North America
Used,109000.0,Piston Engine,2.0,1974.0,Piper Aircraft,Navajo Chieftain,IFR,United States,United States,North America
Used,130000.0,Piston Engine,1.0,1980.0,Cessna,182Q Skylane,IFR,United States,United States,North America
Used,159900.0,Piston Engine,1.0,2015.0,Brm Aero,Bristell,VFR,Czech Republic,United States,North America
Used,3250000.0,Turbofan,2.0,1959.0,Mcdonnell Douglas Helicopter Systems,F-4 Phantom,No information,United States,United States,North America
Used,65000.0,Piston Engine,1.0,1969.0,Piper Aircraft,Arrow,IFR,United States,United States,North America
No information,88000.0,Piston Engine,1.0,2004.0,American Champion,Adventure,No information,United States,Germany,Europe
Used,325000.0,Piston Engine,1.0,1997.0,Beechcraft,A36 Bonanza 36,IFR,United States,United States,North America
Used,1995000.0,Piston Engine,1.0,1944.0,North American Aviation,P-51D,VFR,United States,United States,North America
Used,110000.0,Piston Engine,1.0,1941.0,Boeing/Stearman,A75 N1,VFR,United States,United States,North America
Used,189000.0,Piston Engine,1.0,2004.0,Stewart 51,S-51D Mustang,VFR,United States,United States,North America
Used,72000.0,Piston Engine,1.0,1977.0,Rockwell,112Tca,IFR,United States,United States,North America
Used,615000.0,Piston Engine,1.0,2014.0,Cirrus,Sr22T-G5,IFR,United States,United States,North America
Used,550000.0,Piston Engine,1.0,2016.0,Cirrus,Sr22-G5,IFR,United States,United States,North America
Used,59000.0,Piston Engine,1.0,2011.0,Cessna,162 Skycatcher,VFR,United States,United States,North America
Used,219000.0,Piston Engine,1.0,2006.0,Cirrus,Sr20-G2 Gts,No information,United States,United States,North America
Used,69000.0,Piston Engine,1.0,1995.0,Diamond Aircraft Industries,Da20-A1 Katana,No information,Austria,United States,North America
Used,395000.0,Piston Engine,2.0,1997.0,Beechcraft,58 Baron,IFR,United States,United States,North America
Used,64900.0,Piston Engine,1.0,1967.0,Piper Aircraft,Cherokee 180,IFR,United States,United States,North America
No information,1950000.0,Turbofan,2.0,2009.0,Embraer,Phenom 100,IFR,Brazil,United States,North America
Used,36000.0,Piston Engine,1.0,2014.0,Kitfox Aircraft,Vixen,No information,United States,United States,North America
Used,899000.0,Turboprop,2.0,1979.0,Beechcraft,King Air 200,IFR,United States,United States,North America
Used,125500.0,Piston Engine,1.0,1975.0,Cessna,210L,IFR,United States,United States,North America
Used,119000.0,Piston Engine,1.0,2015.0,Van'S Aircraft,Rv-12,VFR,United States,United States,North America
Used,2950000.0,Turbofan,2.0,2005.0,Cessna,Citation Cj3,No information,United States,United States,North America
No information,1075000.0,Turbofan,2.0,1997.0,Cessna,Citation 525,No information,United States,Germany,Europe
No information,1195000.0,Turbofan,2.0,1998.0,Cessna,Citation Jet,No information,United States,United States,North America
Used,195000.0,Piston Engine,1.0,1949.0,North American Aviation,At-6G,IFR,United States,United States,North America
Used,159950.0,Turbofan,2.0,1983.0,Mitsubishi Heavy Industries,Diamond I,IFR,Japan,United States,North America
Used,550000.0,Turboprop,2.0,2009.0,Ayres,S2R-T34,No information,United States,United States,North America
Used,450000.0,Piston Engine,1.0,1994.0,Yakovlev,Yak 3M,No information,Soviet Union,United States,North America
Used,195000.0,Piston Engine,2.0,1979.0,Piper Aircraft Corporation,700 Superstar,IFR,United States,United States,North America
Used,65000.0,Piston Engine,1.0,1968.0,Piper Aircraft,Cherokee 180,IFR,United States,United States,North America
New,1280000.0,Turboshaft,1.0,2017.0,Robinson Helicopter,R66,VFR,United States,United States,North America
Used,285000.0,Piston Engine,2.0,1978.0,Cessna,340A,IFR,United States,United States,North America
Used,260000.0,Piston Engine,1.0,2002.0,Piper Aircraft,Saratoga Ii Tc (1998 - 2008),IFR,United States,United States,North America
Used,114000.0,Piston Engine,1.0,2001.0,Piper Aircraft,Arrow,IFR,United States,United States,North America
Used,129900.0,Piston Engine,1.0,2001.0,Piper Aircraft,Arrow,IFR,United States,United States,North America
No information,3295000.0,Turbofan,2.0,2007.0,Gulfstream Airspace,G150,No information,United States,United States,North America
Used,18500.0,Piston Engine,1.0,2008.0,Thatcher Aircraft Inc,Cx4,VFR,United States,United States,North America
Used,55000.0,Piston Engine,1.0,1949.0,Piper Aircraft,Clipper,VFR,United States,United States,North America
Used,75000.0,Piston Engine,1.0,2002.0,Piper Aircraft,Arrow Iv,IFR,United States,United States,North America
No information,1750000.0,Piston Engine,1.0,2010.0,Cessna,Turbo 206H Stationair,No information,United States,United States,North America
Used,389000.0,Piston Engine,2.0,2002.0,Piper Aircraft,Seneca V,IFR,United States,United States,North America
Used,25000.0,Piston Engine,1.0,1996.0,Amd,Alarus Ch2000,No information,United States,United States,North America
No information,295000.0,Piston Engine,1.0,1998.0,Beechcraft,A36 Bonanza,No information,United States,United Kingdom,Europe
Used,59500.0,Piston Engine,1.0,1959.0,Beechcraft,K35 Bonanza,IFR,United States,United States,North America
Used,41500.0,Piston Engine,1.0,1981.0,Cessna,152,IFR,United States,United States,North America
No information,14495000.0,Turbofan,2.0,2007.0,Dassault Aviation,900Ex Easy,No information,France,United States,North America
Used,36500.0,Piston Engine,1.0,1972.0,Cessna,150 Aerobat,No information,United States,Belgium,Europe
No information,36500.0,Piston Engine,1.0,1987.0,Cessna,150 Fra150L,No information,United States,Belgium,Europe
Used,225000.0,Piston Engine,1.0,1981.0,Cessna,T210N,IFR,United States,United States,North America
Used,224500.0,Piston Engine,1.0,2008.0,Supermarine,Spitfire Mk26,No information,United Kingdom,United States,North America
No information,729900.0,Piston Engine,1.0,2016.0,Cirrus,Sr22T-G5 Gts,IFR,United States,United States,North America
Used,925000.0,Turboprop,1.0,2008.0,Piper Aircraft,Meridian M500,No information,United States,United States,North America
No information,1400000.0,Turbofan,2.0,1999.0,Hawker Beechcraft,800Xp,No information,United States,United States,North America
Used,79500.0,Piston Engine,1.0,1941.0,Dehavilland,Dh-82A,No information,Canada,United States,North America
Used,159000.0,Piston Engine,2.0,1975.0,Cessna,421B,IFR,United States,United States,North America
Used,39900.0,Piston Engine,1.0,1994.0,Socata,Tb-9 Tampico,IFR,France,United States,North America
Used,54500.0,Piston Engine,1.0,1957.0,Beechcraft,H35 Bonanza,IFR,United States,United States,North America
Used,279500.0,Piston Engine,1.0,1999.0,Swearingen,Sx-300,No information,United States,United States,North America
Used,115000.0,Piston Engine,2.0,1974.0,Piper Aircraft,Aztec E,IFR,United States,United States,North America
Used,79900.0,Piston Engine,2.0,1977.0,Piper Aircraft,Turbo Aztec F,IFR,United States,United States,North America
Used,140000.0,Piston Engine,1.0,2003.0,Glasair Aviation,Glasair Iii,IFR,United States,United States,North America
Used,390000.0,Piston Engine,1.0,1972.0,Cessna,185E,IFR,United States,United States,North America
No information,1225000.0,Turboprop,2.0,1999.0,Beechcraft,King Air C90B,IFR,United States,United States,North America
Used,110000.0,Piston Engine,1.0,1943.0,Boeing/Stearman,E75,VFR,United States,United States,North America
Used,52250.0,Piston Engine,1.0,1965.0,Mooney International Corp,M20E,VFR,United States,United States,North America
No information,825000.0,Turboshaft,1.0,1979.0,Mcdonnell Douglas Helicopter Systems,500D,No information,United States,Costa Rica,Central America
Used,438000.0,Piston Engine,1.0,2004.0,Cessna,T206H,IFR,United States,United States,North America
Used,379000.0,Piston Engine,1.0,2008.0,Cessna,400,IFR,United States,United States,North America
Used,2500000.0,Piston Engine,1.0,1945.0,North American Aviation,P-51D,VFR,United States,United States,North America
Used,63900.0,Piston Engine,1.0,1973.0,Piper Aircraft,Arrow,IFR,United States,United States,North America
No information,849000.0,Turboprop,2.0,1994.0,Beechcraft,King Air C90B,IFR,United States,United States,North America
Used,1200000.0,Turboshaft,1.0,2011.0,Mcdonnell Douglas Helicopter Systems,600N,VFR,United States,United States,North America
Used,119000.0,Piston Engine,1.0,1977.0,Piper Aircraft,Turbo Arrow,No information,United States,United States,North America
Used,209900.0,Piston Engine,1.0,2004.0,Cessna,400Slx,No information,United States,United States,North America
No information,1295000.0,Turbofan,2.0,1998.0,Bombardier Learjet,45,No information,Canada,United States,North America
Used,207923.0,Piston Engine,1.0,2018.0,Brm Aero,Bristell,IFR,Czech Republic,United States,North America
No information,160000.0,Piston Engine,2.0,1978.0,Beechcraft,58 Baron,IFR,United States,United Kingdom,Europe
Used,1900000.0,Turbofan,1.0,2018.0,Cirrus,Vision Sf50,No information,United States,United States,North America
Used,650000.0,Piston Engine,1.0,2016.0,Cirrus,Sr22T-G5 Gts,IFR,United States,United States,North America
Used,89000.0,Piston Engine,2.0,1966.0,Beechcraft,D95A Travel Air,No information,United States,United States,North America
Used,789000.0,Piston Engine,1.0,2019.0,Beechcraft,G36 Bonanza,IFR,United States,United States,North America
Used,410000.0,Turboprop,2.0,1976.0,Piper Aircraft,Cheyenne Ii,No information,United States,United States,North America
Used,200000.0,Piston Engine,2.0,1977.0,Beechcraft,E55 Baron,IFR,United States,United States,North America
Used,165900.0,Piston Engine,1.0,1977.0,Piper Aircraft,Lance,IFR,United States,United States,North America
Used,225000.0,Piston Engine,1.0,2001.0,American Champion,8-Gcbc Scout,VFR,United States,United States,North America
No information,995000.0,Turbofan,2.0,1989.0,Cessna,Citation V,No information,United States,United States,North America
No information,2175000.0,Turboprop,2.0,1991.0,Beechcraft,King Air 350,No information,United States,United States,North America
Used,105000.0,Piston Engine,1.0,1968.0,Piper Aircraft,Cherokee 6/260,IFR,United States,United States,North America
Used,135000.0,Piston Engine,1.0,1941.0,Boeing/Stearman,A75 N1,VFR,United States,United States,North America
Used,54900.0,Piston Engine,1.0,1966.0,Beechcraft,A23-24 Musketeer Super Iii,No information,United States,United States,North America
No information,2950000.0,Piston Engine,2.0,1987.0,North American Aviation,B-25 Mitchell,No information,United States,United States,North America
Used,85000.0,Piston Engine,1.0,1974.0,Cessna,182P Skylane,IFR,United States,United States,North America
Used,89900.0,Piston Engine,1.0,1983.0,Mooney International Corp,M20K 231,IFR,United States,United States,North America
Used,87500.0,Piston Engine,1.0,1974.0,Piper Aircraft,Cherokee 235,IFR,United States,United States,North America
Used,24000.0,Piston Engine,1.0,1966.0,Alon Aircoupe,A2,No information,United States,United States,North America
Used,274000.0,Piston Engine,2.0,2007.0,Diamond Aircraft Industries,Da42 Twin Star,No information,Austria,United Kingdom,Europe
Used,185000.0,Piston Engine,2.0,1977.0,Cessna,421C,IFR,United States,United States,North America
Used,339600.0,Piston Engine,1.0,2008.0,Mooney International Corp,Acclaim Type S,No information,United States,United States,North America
Used,129900.0,Piston Engine,1.0,1975.0,Cessna,182P Skylane,IFR,United States,United States,North America
Used,79900.0,Turbofan,2.0,1965.0,Fouga,Cm-170 Magister,No information,France,United States,North America
Used,85000.0,Piston Engine,1.0,2017.0,Aerotrek,A240,VFR,Slovakia,United States,North America
Used,109000.0,Piston Engine,2.0,1969.0,Cessna,T310P,No information,United States,United States,North America
Used,3595000.0,Turboprop,2.0,2013.0,Beechcraft,King Air 350I,IFR,United States,United States,North America
Used,35000.0,Piston Engine,1.0,1946.0,Piper Aircraft,L-4 Cub,VFR,United States,United States,North America
No information,1195000.0,Turbofan,2.0,2009.0,Embraer,Phenom 100,IFR,Brazil,United States,North America
Used,175000.0,Piston Engine,1.0,1999.0,Mooney International Corp,M20S Eagle,IFR,United States,United States,North America
Used,52000.0,Piston Engine,1.0,1951.0,Beechcraft,C35 Bonanza,No information,United States,United States,North America
Used,809000.0,Piston Engine,1.0,2018.0,Cirrus,Sr22T-G6 Gts,IFR,United States,United States,North America
Used,889000.0,Piston Engine,2.0,2011.0,Beechcraft,G58 Baron,No information,United States,United States,North America
Used,79864.0,Piston Engine,1.0,1973.0,Cessna,182 Skylane,IFR,United States,United States,North America
Used,120000.0,Piston Engine,1.0,1965.0,Beechcraft,S35 Bonanza,IFR,United States,United States,North America
Used,35000.0,Piston Engine,2.0,1969.0,Cessna,310P,IFR,United States,United States,North America
Used,98000.0,Piston Engine,1.0,1973.0,Cessna,182P Skylane,IFR,United States,United States,North America
Used,95900.0,Piston Engine,1.0,1978.0,Rockwell,Commander 114,IFR,United States,United States,North America
Used,156000.0,Piston Engine,1.0,2019.0,Czech Sport Aircraft,Sportcruiser,VFR,Czech Republic,United States,North America
Used,210000.0,Piston Engine,2.0,1980.0,Beechcraft,58P Baron,IFR,United States,United States,North America
Used,295000.0,Piston Engine,2.0,1979.0,Cessna,414,IFR,United States,United States,North America
Used,189950.0,Piston Engine,1.0,1981.0,Piper Aircraft,Saratoga,IFR,United States,United States,North America
Used,62995.0,Piston Engine,1.0,1957.0,Cessna,182A Skylane,IFR,United States,United States,North America
Used,175000.0,Turbofan,2.0,1965.0,Aero,L-29 Super Delfin,No information,Czech Republic,United States,North America
Used,75500.0,Piston Engine,1.0,2009.0,Aerospool,Wt-9 Dynamic,VFR,Slovakia,United States,North America
No information,895000.0,Turboprop,2.0,1980.0,Beechcraft,King Air 200,IFR,United States,United States,North America
Used,279000.0,Piston Engine,1.0,2006.0,Cirrus,Sr22-Gts,No information,United States,United States,North America
Used,26000.0,Piston Engine,1.0,1949.0,Piper Aircraft,Clipper,VFR,United States,United States,North America
Used,94900.0,Piston Engine,2.0,1970.0,Beechcraft,B55 Baron,IFR,United States,United States,North America
No information,995000.0,Turbofan,2.0,1986.0,Dassault Aviation,50,No information,France,United States,North America
Project,475000.0,Piston Engine,1.0,1987.0,Hawker,Sea Fury T.Mk 20,No information,United Kingdom,United States,North America
Used,169900.0,Piston Engine,2.0,1981.0,Piper Aircraft,Seminole,IFR,United States,United States,North America
Used,85000.0,Piston Engine,1.0,1975.0,Great Lakes,2T-1A-2,VFR,United States,United States,North America
Used,2499000.0,Turboprop,1.0,2017.0,Piper Aircraft,M600,IFR,United States,United States,North America
Used,575000.0,Turbofan,2.0,1980.0,Cessna,Citation Ii,IFR,United States,United States,North America
Used,329000.0,Piston Engine,1.0,2007.0,Cessna,400,IFR,United States,United States,North America
Used,229000.0,Piston Engine,1.0,1944.0,North American Aviation,At-6D,No information,United States,United States,North America
Used,169000.0,Piston Engine,1.0,1965.0,Beechcraft,S35 Bonanza,IFR,United States,United States,North America
Used,135750.0,Piston Engine,2.0,1977.0,Piper Aircraft Corporation,601P,IFR,United States,United States,North America
Used,34000.0,Piston Engine,1.0,1998.0,Zenair/Zenith,Zodiac Ch 601 Hds,VFR,Canada,United States,North America
New,3261955.0,Turboprop,2.0,2020.0,Piper Aircraft,M600,IFR,United States,United States,North America
Used,219950.0,Piston Engine,2.0,1979.0,Beechcraft,58P Baron,IFR,United States,United States,North America
No information,60000.0,Piston Engine,1.0,2011.0,Cessna,162,No information,United States,Czech Republic,Europe
Used,18000.0,Piston Engine,1.0,1987.0,Bedecorp,Bd-4,No information,United States,United States,North America
Used,64450.0,Piston Engine,1.0,2007.0,Liberty Aerospace,Xl2,IFR,United States,United States,North America
No information,3950000.0,Turbofan,2.0,2001.0,Bombardier Challenger,604,No information,Canada,United States,North America
No information,95000.0,Piston Engine,1.0,1977.0,Cessna,A188B,No information,United States,United States,North America
Used,82900.0,Piston Engine,1.0,1978.0,Cessna,182Rg Skylane,IFR,United States,United States,North America
Used,144000.0,Piston Engine,2.0,1979.0,Piper Aircraft Corporation,601P,IFR,United States,United States,North America
Used,225000.0,Piston Engine,1.0,2003.0,Cirrus,Sr22,IFR,United States,United States,North America
Used,69000.0,Piston Engine,1.0,1965.0,Beechcraft,C33 Debonair,IFR,United States,United States,North America
Used,349500.0,Piston Engine,2.0,1980.0,Cessna,421C,IFR,United States,United States,North America
Used,28000.0,Piston Engine,1.0,2014.0,Zenair/Zenith,Zodiac Ch 601 Xlb,VFR,Canada,United States,North America
Used,230000.0,Piston Engine,2.0,1980.0,Piper Aircraft,Aztec F,IFR,United States,United States,North America
Used,112500.0,Piston Engine,1.0,1988.0,Maule Air,Mx-7-235,No information,United States,United States,North America
Used,27900.0,Piston Engine,1.0,1970.0,Grumman,Aa1 Yankee Clipper,No information,United States,United States,North America
Used,795000.0,Piston Engine,2.0,1929.0,Joseph Kreutzer Corp,K5,No information,United States,United States,North America
Used,229000.0,Piston Engine,2.0,1987.0,Lockwood Aircraft,Aircam,VFR,United States,United States,North America
Used,37500.0,Piston Engine,1.0,1959.0,Cessna,172,VFR,United States,United States,North America
Used,349500.0,Piston Engine,1.0,2006.0,Piper Aircraft,Saratoga Ii Tc (1998 - 2008),IFR,United States,United States,North America
Used,115000.0,Piston Engine,2.0,1967.0,Piper Aircraft,Turbo Twin Comanche,IFR,United States,United States,North America
Used,249900.0,Piston Engine,1.0,1982.0,Beechcraft,A36 Bonanza 36,IFR,United States,United States,North America
Used,29900.0,Piston Engine,1.0,1964.0,Piper Aircraft,Cherokee 140,VFR,United States,United States,North America
Used,69950.0,Piston Engine,1.0,1975.0,Cessna,172M Skyhawk,IFR,United States,United States,North America
Used,85000.0,Piston Engine,1.0,1977.0,Lake,La 4/200,No information,United States,United States,North America
Used,474900.0,Piston Engine,1.0,2011.0,Cirrus,Sr22-G3,IFR,United States,United States,North America
Used,475000.0,Piston Engine,2.0,1982.0,Cessna,414A,IFR,United States,United States,North America
No information,649000.0,Turbofan,2.0,1986.0,Cessna,Citation Sii,No information,United States,United States,North America
No information,1295000.0,Turboprop,2.0,1985.0,Beechcraft,King Air C90A,No information,United States,United States,North America
Used,69900.0,Piston Engine,2.0,1976.0,Piper Aircraft,Seneca Ii,IFR,United States,United States,North America
Used,398000.0,Piston Engine,1.0,1985.0,Cessna,T210R,IFR,United States,United States,North America
No information,1850000.0,Turbofan,2.0,2007.0,Bombardier Learjet,40Xr,No information,Canada,United States,North America
No information,450000.0,Turboprop,2.0,1978.0,Beechcraft,King Air E90,No information,United States,United States,North America
Used,486000.0,Piston Engine,1.0,2006.0,Beechcraft,G36 Bonanza,IFR,United States,United States,North America
Used,609000.0,Piston Engine,1.0,2015.0,Cirrus,Sr22-G5 Turbo,IFR,United States,United States,North America
Used,229000.0,Piston Engine,1.0,2008.0,Cirrus,Sr20-G3,IFR,United States,United States,North America
No information,2495000.0,Turbofan,2.0,2010.0,Cessna,Citation Cj1+,No information,United States,United States,North America
Used,109500.0,Piston Engine,2.0,1980.0,Piper Aircraft,Seneca Ii,IFR,United States,United States,North America
Used,2150000.0,Turboprop,1.0,2017.0,Piper Aircraft,M600,IFR,United States,United States,North America
Used,59900.0,Piston Engine,1.0,1981.0,Cessna,172P Skyhawk,IFR,United States,United States,North America
No information,174900.0,Piston Engine,1.0,2006.0,Cirrus,Sr20-G2 Gts,No information,United States,United States,North America
Used,209900.0,Piston Engine,1.0,2008.0,Cirrus,Sr20-G3,IFR,United States,United States,North America
No information,3095000.0,Turbofan,2.0,2001.0,Cessna,Citation Excel,No information,United States,United States,North America
Used,129900.0,Piston Engine,2.0,1976.0,Piper Aircraft,Aztec F,IFR,United States,United States,North America
Used,47500.0,Piston Engine,1.0,1974.0,Piper Aircraft,Warrior,IFR,United States,United States,North America
Used,2695000.0,Turbofan,1.0,2019.0,Cirrus,Vision Sf50,No information,United States,United States,North America
Used,349995.0,Piston Engine,1.0,2006.0,Cirrus,Sr22-G2,IFR,United States,United States,North America
Used,419000.0,Piston Engine,1.0,2009.0,Cirrus,Sr22-G3 Turbo Gts,IFR,United States,United States,North America
Used,259900.0,Piston Engine,2.0,1977.0,Beechcraft,B55 Baron,IFR,United States,United States,North America
Used,419900.0,Piston Engine,2.0,2006.0,Diamond Aircraft Industries,Da42 Tdi,No information,Austria,United States,North America
Used,175000.0,Piston Engine,1.0,2000.0,Robinson Helicopter,R44 Raven I,VFR,United States,United States,North America
Used,59500.0,Piston Engine,1.0,1980.0,Cessna,172Rg Cutlass,IFR,United States,United States,North America
Used,40000.0,Piston Engine,1.0,1975.0,Cessna,150M,VFR,United States,United States,North America
Used,324900.0,Piston Engine,1.0,2005.0,Cirrus,Sr22-G2,IFR,United States,United States,North America
Used,1795000.0,Turboprop,2.0,1998.0,Beechcraft,King Air C90B,IFR,United States,United States,North America
Used,549000.0,Piston Engine,1.0,2012.0,Cessna,T206H,IFR,United States,United States,North America
Used,67900.0,Piston Engine,1.0,2008.0,Jabiru Aircraft,J250 Sp,VFR,Australia,United States,North America
No information,1150000.0,Turbofan,2.0,2002.0,Bombardier Learjet,31A,IFR,Canada,United States,North America
No information,4950000.0,Turboshaft,1.0,2005.0,Cessna,Aw139,No information,Italy,United States,North America
Used,139000.0,Piston Engine,1.0,1984.0,Cessna,182Rg Skylane,IFR,United States,United States,North America
Used,48500.0,Piston Engine,1.0,1968.0,Piper Aircraft,Cherokee 180,IFR,United States,United States,North America
Used,1779000.0,Turboprop,2.0,2018.0,Piper Aircraft,Meridian M500,No information,United States,United States,North America
Used,19900.0,Piston Engine,1.0,1959.0,Piper Aircraft,Comanche 180,No information,United States,United States,North America
Used,695000.0,Piston Engine,1.0,1997.0,Yakovlev,Yak 9-Um,No information,Soviet Union,United States,North America
Used,89000.0,Piston Engine,1.0,1959.0,Beechcraft,K35 Bonanza,IFR,United States,United States,North America
Used,38000.0,Piston Engine,1.0,1959.0,Piper Aircraft,Comanche 250,VFR,United States,United States,North America
Used,65000.0,Piston Engine,1.0,2010.0,Arion Aircraft Llc,Lightning,VFR,United States,United States,North America
Used,80000.0,Piston Engine,2.0,1966.0,Cessna,337A,No information,United States,United States,North America
Used,499000.0,Turboprop,2.0,1980.0,Piper Aircraft,Cheyenne Ii,No information,United States,United States,North America
Used,679900.0,Piston Engine,1.0,2018.0,Mooney International Corp,M20V Acclaim Ultra,No information,United States,United States,North America
Used,294900.0,Piston Engine,1.0,2005.0,Cirrus,Sr22-G2 Gts,IFR,United States,United States,North America
Used,445000.0,Turboprop,2.0,1985.0,Beechcraft,King Air C90A,No information,United States,United States,North America
Used,85900.0,Piston Engine,1.0,1975.0,Cessna,172M Skyhawk,IFR,United States,United States,North America
Used,199000.0,Piston Engine,1.0,1929.0,Stearman Aircraft,C3B,No information,United States,United Kingdom,Europe
Used,172900.0,Piston Engine,1.0,1978.0,Cessna,T210,IFR,United States,United States,North America
Used,117900.0,Piston Engine,1.0,1985.0,Cessna,Tr182Rg Skylane,IFR,United States,United States,North America
Used,392000.0,Piston Engine,1.0,2009.0,Cirrus,Sr22-G3 Turbo Gts,IFR,United States,United States,North America
Used,82500.0,Piston Engine,1.0,1979.0,Cessna,172N Skyhawk,IFR,United States,United States,North America
Used,299000.0,Piston Engine,1.0,2005.0,Piper Aircraft,6X/6Xt,IFR,United States,United States,North America
Used,110000.0,Piston Engine,2.0,1960.0,Beechcraft,B95 Travel Air,IFR,United States,United States,North America
Used,107000.0,Piston Engine,1.0,1979.0,Cessna,210N,IFR,United States,United States,North America
Used,63900.0,Piston Engine,1.0,1964.0,Beechcraft,S35 Bonanza,IFR,United States,United States,North America
Used,449950.0,Turboshaft,1.0,1981.0,Bell Textron,206L-1,VFR,United States,United States,North America
Used,225000.0,Piston Engine,1.0,2003.0,Cessna,350,IFR,United States,United States,North America
Used,239000.0,Piston Engine,1.0,2004.0,Cessna,350,IFR,United States,United States,North America
Used,139500.0,Piston Engine,1.0,1981.0,Cessna,210N,IFR,United States,United States,North America
Used,255000.0,Piston Engine,1.0,1975.0,Cessna,182P Skylane,IFR,United States,United States,North America
Used,74500.0,Piston Engine,1.0,1978.0,Piper Aircraft,Turbo Arrow Iii,IFR,United States,United States,North America
No information,179000.0,Piston Engine,1.0,2003.0,Cessna,350,IFR,United States,Germany,Europe
Used,79900.0,Piston Engine,2.0,1958.0,Beechcraft,B95 Travel Air,IFR,United States,United States,North America
Used,192500.0,Piston Engine,1.0,1980.0,Cessna,T210N,IFR,United States,United States,North America
Used,27900.0,Piston Engine,1.0,1965.0,Piper Aircraft,Cherokee 140,VFR,United States,United States,North America
Used,19000.0,Piston Engine,1.0,1960.0,Cessna,150,VFR,United States,United States,North America
Used,319000.0,Piston Engine,1.0,1986.0,Cessna,T210R,IFR,United States,United States,North America
Used,165000.0,Piston Engine,1.0,1979.0,Cessna,210N,IFR,United States,United States,North America
No information,255000.0,Piston Engine,1.0,1981.0,Cessna,210,No information,United States,United States,North America
Used,235000.0,Piston Engine,1.0,1992.0,Glasair Aviation,Glasair Iii,IFR,United States,United States,North America
Used,199500.0,Piston Engine,1.0,2013.0,American Champion,8-Kcab Xtreme Decathlon,VFR,United States,United States,North America
Used,119000.0,Piston Engine,2.0,1967.0,Beechcraft,A56Tc Baron,No information,United States,United Kingdom,Europe
No information,115000.0,Piston Engine,1.0,2005.0,Cubcrafters,Cc18-180 Top Cub,No information,United States,United States,North America
Used,3495000.0,Turboprop,1.0,2009.0,Pilatus,Pc-12/47E,No information,Switzerland,United States,North America
Used,89700.0,Piston Engine,1.0,1984.0,Pzl,Pzl-104-35,VFR,Poland,United States,North America
No information,26999.0,Piston Engine,1.0,1975.0,Cessna,150,VFR,United States,United States,North America
Used,237000.0,Piston Engine,1.0,1981.0,Cessna,T210N,IFR,United States,United States,North America
No information,72000.0,Piston Engine,1.0,1979.0,Beechcraft,B24R Sierra 200,No information,United States,United States,North America
New,211250.0,Piston Engine,1.0,2020.0,Czech Sport Aircraft,Sportcruiser,IFR,Czech Republic,United States,North America
Used,54500.0,Piston Engine,1.0,1970.0,Bellanca,17-30A Super Viking,IFR,United States,United States,North America
Used,140000.0,Piston Engine,1.0,1979.0,Cessna,210N,IFR,United States,United States,North America
Used,59000.0,Piston Engine,1.0,1966.0,Bellanca,17-30 Viking 300,IFR,United States,United States,North America
Used,189000.0,Piston Engine,2.0,1979.0,Beechcraft,58P Baron,IFR,United States,United States,North America
Used,22500.0,Piston Engine,1.0,1975.0,Cessna,150M,VFR,United States,United States,North America
Used,195000.0,Piston Engine,2.0,1980.0,Beechcraft,58 Baron,IFR,United States,United States,North America
Used,39950.0,Piston Engine,1.0,1978.0,Cessna,152,VFR,United States,United States,North America
Used,40000.0,Piston Engine,1.0,1968.0,Beechcraft,23 Musketeer,IFR,United States,United States,North America
Used,1417560.0,Piston Engine,2.0,2020.0,Diamond Aircraft Industries,Da62,No information,Austria,United States,North America
Used,77500.0,Piston Engine,1.0,1964.0,Cessna,210D,IFR,United States,United States,North America
Used,125000.0,Piston Engine,1.0,1976.0,Cessna,T210L,IFR,United States,United States,North America
No information,60000.0,Piston Engine,1.0,1984.0,Piper Aircraft,Arrow Iv,IFR,United States,United Kingdom,Europe
No information,59000.0,Piston Engine,1.0,1984.0,Piper Aircraft,Arrow Iv,IFR,United States,United Kingdom,Europe
Used,320000.0,Piston Engine,1.0,1986.0,Piper Aircraft,Malibu,IFR,United States,United States,North America
Used,117000.0,Piston Engine,2.0,1980.0,Beechcraft,Duchess,No information,United States,United States,North America
Used,111500.0,Piston Engine,1.0,1966.0,Cessna,T210F,IFR,United States,United States,North America
New,88500.0,Piston Engine,1.0,2019.0,Van'S Aircraft,Rv-8,VFR,United States,United States,North America
Used,235000.0,Piston Engine,1.0,1983.0,Beechcraft,A36 Bonanza 36,IFR,United States,United States,North America
Used,600000.0,Piston Engine,1.0,1952.0,Dehavilland,Dhc-2 Mk I,VFR,Canada,United States,North America
