Price,Currency,Year,Condition,Total Hours,Total Seats,Flight Rules,Category,Propulsion,No. Engines,Make,Model,State,Country,Continent,National Origin,Eng. 1 Hours,Maint. Eng. 1,Eng. 2 Hours,Maint. Eng. 2,Prop. 1 Hours,Maint. Prop. 1,Prop. 2 Hours,Maint. Prop. 2,text
67900.0,USD,2008.0,Used,535.0,2.0,VFR,Airplane,Piston Engine,1.0,Jabiru Aircraft,J250 Sp,WI,United States,North America,Australia,535.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
1150000.0,USD,2002.0,No information,9223.0,4.0,IFR,Airplane,Turbofan,2.0,Bombardier Learjet,31A,OK,United States,North America,Canada,,,,,0.0,N/A,0.0,N/A,Price: USD $
4950000.0,USD,2005.0,No information,2231.0,4.0,No information,Rotorcraft,Turboshaft,1.0,Cessna,Aw139,N/A,United States,North America,Italy,,,0.0,N/A,,,0.0,N/A,Price: USD $
139000.0,USD,1984.0,Used,3890.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,182Rg Skylane,IL,United States,North America,United States,1150.0,,0.0,N/A,,SPOH,0.0,N/A,$
48500.0,USD,1968.0,Used,3300.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Cherokee 180,TX,United States,North America,United States,1494.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
1779000.0,USD,2018.0,Used,480.0,6.0,No information,Airplane,Turboprop,2.0,Piper Aircraft,Meridian M500,IN,United States,North America,United States,,,,,,,,,$
19900.0,USD,1959.0,Used,3939.3759715731367,4.0,No information,Airplane,Piston Engine,1.0,Piper Aircraft,Comanche 180,FL,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
695000.0,USD,1997.0,Used,603.0,2.0,No information,Airplane,Piston Engine,1.0,Yakovlev,Yak 9-Um,DE,United States,North America,Soviet Union,300.0,SMOH,0.0,N/A,,SMOH,0.0,N/A,$
89000.0,USD,1959.0,Used,3700.0,4.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,K35 Bonanza,CA,United States,North America,United States,1262.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
38000.0,USD,1959.0,Used,5385.0,4.0,VFR,Airplane,Piston Engine,1.0,Piper Aircraft,Comanche 250,MA,United States,North America,United States,540.0,SMOH,0.0,N/A,,SNEW,0.0,N/A,$
65000.0,USD,2010.0,Used,145.0,2.0,VFR,Airplane,Piston Engine,1.0,Arion Aircraft Llc,Lightning,OH,United States,North America,United States,40.0,SOH,0.0,N/A,,SOH,0.0,N/A,$
80000.0,USD,1966.0,Used,3939.3759715731367,4.0,No information,Airplane,Piston Engine,2.0,Cessna,337A,WA,United States,North America,United States,,,,,,,,,$
499000.0,USD,1980.0,Used,11953.0,8.0,No information,Airplane,Turboprop,2.0,Piper Aircraft,Cheyenne Ii,FL,United States,North America,United States,2464.0,SMOH,2464.0,SMOH,10.0,SPOH,10.0,SPOH,$
679900.0,USD,2018.0,Used,150.0,4.0,No information,Airplane,Piston Engine,1.0,Mooney International Corp,M20V Acclaim Ultra,KY,United States,North America,United States,150.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
294900.0,USD,2005.0,Used,1335.0,4.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22-G2 Gts,OH,United States,North America,United States,1335.0,,0.0,N/A,,,0.0,N/A,$
445000.0,USD,1985.0,Used,9120.0,4.0,No information,Airplane,Turboprop,2.0,Beechcraft,King Air C90A,TX,United States,North America,United States,3960.0,SMOH,4080.0,SMOH,,,,,$
85900.0,USD,1975.0,Used,5266.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,172M Skyhawk,FL,United States,North America,United States,1188.0,SMOH,0.0,N/A,,,0.0,N/A,$
199000.0,USD,1929.0,Used,3631.0,4.0,No information,Airplane,Piston Engine,1.0,Stearman Aircraft,C3B,N/A,United Kingdom,Europe,United States,,,0.0,N/A,,,0.0,N/A,$
172900.0,USD,1978.0,Used,4375.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,T210,TX,United States,North America,United States,820.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
117900.0,USD,1985.0,Used,10100.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,Tr182Rg Skylane,FL,United States,North America,United States,1891.0,SFRM,0.0,N/A,,SPOH,0.0,N/A,$
392000.0,USD,2009.0,Used,1325.0,4.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22-G3 Turbo Gts,NC,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
82500.0,USD,1979.0,Used,13519.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,172N Skyhawk,FL,United States,North America,United States,25.0,,0.0,N/A,,,0.0,N/A,$
299000.0,USD,2005.0,Used,1453.0,6.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,6X/6Xt,TX,United States,North America,United States,1453.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
110000.0,USD,1960.0,Used,7000.0,4.0,IFR,Airplane,Piston Engine,2.0,Beechcraft,B95 Travel Air,CA,United States,North America,United States,1000.0,SMOH,1000.0,SMOH,1400.0,SPOH,1400.0,SPOH,$
107000.0,USD,1979.0,Used,23229.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,210N,OK,United States,North America,United States,1552.0,SMOH,0.0,N/A,,SOH,0.0,N/A,$
63900.0,USD,1964.0,Used,5197.0,5.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,S35 Bonanza,IN,United States,North America,United States,1489.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
449950.0,USD,1981.0,Used,3770.0,4.0,VFR,Rotorcraft,Turboshaft,1.0,Bell Textron,206L-1,AR,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
225000.0,USD,2003.0,Used,1340.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,350,FL,United States,North America,United States,1340.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
239000.0,USD,2004.0,Used,2790.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,350,IL,United States,North America,United States,125.0,SMOH,0.0,N/A,,SMOH,0.0,N/A,$
139500.0,USD,1981.0,Used,9760.0,3.0,IFR,Airplane,Piston Engine,1.0,Cessna,210N,OK,United States,North America,United States,1802.0,SFRM,0.0,N/A,,SOH,0.0,N/A,$
255000.0,USD,1975.0,Used,2700.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,182P Skylane,NY,United States,North America,United States,800.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
74500.0,USD,1978.0,Used,4158.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Turbo Arrow Iii,OR,United States,North America,United States,1328.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
179000.0,EUR,2003.0,No information,900.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,350,N/A,Germany,Europe,United States,,,0.0,N/A,,,0.0,N/A,Price: â‚¬
79900.0,USD,1958.0,Used,5799.0,4.0,IFR,Airplane,Piston Engine,2.0,Beechcraft,B95 Travel Air,OH,United States,North America,United States,657.0,SMOH,1066.0,SMOH,704.0,SNEW,704.0,SNEW,$
192500.0,USD,1980.0,Used,8036.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,T210N,OK,United States,North America,United States,881.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
27900.0,USD,1965.0,Used,4470.0,4.0,VFR,Airplane,Piston Engine,1.0,Piper Aircraft,Cherokee 140,IL,United States,North America,United States,580.0,SMOH,0.0,N/A,,SNEW,0.0,N/A,$
19000.0,USD,1960.0,Used,4564.0,2.0,VFR,Airplane,Piston Engine,1.0,Cessna,150,WI,United States,North America,United States,2200.0,,0.0,N/A,,,0.0,N/A,$
319000.0,USD,1986.0,Used,5970.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,T210R,CO,United States,North America,United States,1460.0,SNEW,0.0,N/A,,,0.0,N/A,$
165000.0,USD,1979.0,Used,9032.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,210N,OK,United States,North America,United States,195.0,SFRM,0.0,N/A,,SOH,0.0,N/A,$
255000.0,USD,1981.0,No information,3676.6,6.0,No information,Airplane,Piston Engine,1.0,Cessna,210,ID,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,Price: USD $
235000.0,USD,1992.0,Used,340.0,2.0,IFR,Airplane,Piston Engine,1.0,Glasair Aviation,Glasair Iii,AZ,United States,North America,United States,15.0,,0.0,N/A,,,0.0,N/A,$
199500.0,USD,2013.0,Used,240.0,2.0,VFR,Airplane,Piston Engine,1.0,American Champion,8-Kcab Xtreme Decathlon,OH,United States,North America,United States,240.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
119000.0,USD,1967.0,Used,2790.0,4.0,No information,Airplane,Piston Engine,2.0,Beechcraft,A56Tc Baron,N/A,United Kingdom,Europe,United States,790.0,SMOH,790.0,SMOH,,,,,$
115000.0,USD,2005.0,No information,2925.0,4.0,No information,Airplane,Piston Engine,1.0,Cubcrafters,Cc18-180 Top Cub,FL,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,Price: USD $
3495000.0,USD,2009.0,Used,1375.0,6.0,No information,Airplane,Turboprop,1.0,Pilatus,Pc-12/47E,SC,United States,North America,Switzerland,1375.0,,0.0,N/A,,,0.0,N/A,$
89700.0,USD,1984.0,Used,3644.0,4.0,VFR,Airplane,Piston Engine,1.0,Pzl,Pzl-104-35,CA,United States,North America,Poland,170.0,,0.0,N/A,,,0.0,N/A,$
26999.0,USD,1975.0,No information,5400.0,2.0,VFR,Airplane,Piston Engine,1.0,Cessna,150,LA,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,Price: USD $
237000.0,USD,1981.0,Used,1930.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,T210N,NV,United States,North America,United States,860.0,SCMOH,0.0,N/A,,SCMOH,0.0,N/A,$
72000.0,USD,1979.0,No information,2400.0,4.0,No information,Airplane,Piston Engine,1.0,Beechcraft,B24R Sierra 200,NY,United States,North America,United States,633.0,SMOH,0.0,N/A,,,0.0,N/A,$
211250.0,USD,2020.0,New,5.0,2.0,IFR,Airplane,Piston Engine,1.0,Czech Sport Aircraft,Sportcruiser,MN,United States,North America,Czech Republic,5.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
54500.0,USD,1970.0,Used,2517.0,4.0,IFR,Airplane,Piston Engine,1.0,Bellanca,17-30A Super Viking,TN,United States,North America,United States,945.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
140000.0,USD,1979.0,Used,13060.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,210N,FL,United States,North America,United States,630.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
59000.0,USD,1966.0,Used,2850.0,4.0,IFR,Airplane,Piston Engine,1.0,Bellanca,17-30 Viking 300,AL,United States,North America,United States,1082.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
189000.0,USD,1979.0,Used,5285.0,6.0,IFR,Airplane,Piston Engine,2.0,Beechcraft,58P Baron,MN,United States,North America,United States,712.0,SFRM,712.0,SFRM,395.0,SPOH,395.0,SPOH,$
22500.0,USD,1975.0,Used,14350.0,2.0,VFR,Airplane,Piston Engine,1.0,Cessna,150M,WA,United States,North America,United States,1081.0,,0.0,N/A,,SPOH,0.0,N/A,$
195000.0,USD,1980.0,Used,3939.3759715731367,6.0,IFR,Airplane,Piston Engine,2.0,Beechcraft,58 Baron,TX,United States,North America,United States,,,,,,,,,$
39950.0,USD,1978.0,Used,5465.0,2.0,VFR,Airplane,Piston Engine,1.0,Cessna,152,CA,United States,North America,United States,2163.0,SMOH,0.0,N/A,,SNEW,0.0,N/A,$
40000.0,USD,1968.0,Used,3072.0,4.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,23 Musketeer,TX,United States,North America,United States,1542.0,SMOH,0.0,N/A,,,0.0,N/A,$
1417560.0,USD,2020.0,Used,3939.3759715731367,4.0,No information,Airplane,Piston Engine,2.0,Diamond Aircraft Industries,Da62,MA,United States,North America,Austria,,,,,,,,,$
77500.0,USD,1964.0,Used,4305.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,210D,MI,United States,North America,United States,905.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
125000.0,USD,1976.0,Used,4763.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,T210L,CA,United States,North America,United States,1125.0,SOH,0.0,N/A,,SPOH,0.0,N/A,$
60000.0,GBP,1984.0,No information,2569.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Arrow Iv,N/A,United Kingdom,Europe,United States,,,0.0,N/A,,,0.0,N/A,Price: Â£
59000.0,GBP,1984.0,No information,2555.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Arrow Iv,N/A,United Kingdom,Europe,United States,,,0.0,N/A,,,0.0,N/A,Price: Â£
320000.0,USD,1986.0,Used,4325.0,6.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Malibu,NC,United States,North America,United States,973.0,SFRM,0.0,N/A,,SNEW,0.0,N/A,$
117000.0,USD,1980.0,Used,3020.0,4.0,No information,Airplane,Piston Engine,2.0,Beechcraft,Duchess,MN,United States,North America,United States,720.0,SMOH,720.0,SMOH,,,,,$
111500.0,USD,1966.0,Used,2511.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,T210F,OK,United States,North America,United States,466.0,SFRM,0.0,N/A,,SNEW,0.0,N/A,$
88500.0,USD,2019.0,New,41.0,2.0,VFR,Airplane,Piston Engine,1.0,Van'S Aircraft,Rv-8,VA,United States,North America,United States,41.0,,0.0,N/A,,,0.0,N/A,$
235000.0,USD,1983.0,Used,3914.0,6.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,A36 Bonanza 36,TX,United States,North America,United States,1340.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
600000.0,USD,1952.0,Used,14725.0,7.0,VFR,Airplane,Piston Engine,1.0,Dehavilland,Dhc-2 Mk I,AK,United States,North America,Canada,775.0,SMOH,0.0,N/A,,SNEW,0.0,N/A,$
395000.0,USD,1980.0,Used,9600.0,8.0,IFR,Airplane,Turbofan,2.0,Cessna,Citation Ii,VA,United States,North America,United States,3030.0,SMOH,3170.0,SMOH,0.0,N/A,0.0,N/A,$
1695000.0,USD,2004.0,No information,5295.4,4.0,No information,Airplane,Turbofan,2.0,Hawker Beechcraft,800Xp,FL,United States,North America,United States,,,,,0.0,N/A,0.0,N/A,Price: USD $
99900.0,USD,1973.0,Used,7980.0,8.0,IFR,Airplane,Piston Engine,2.0,Cessna,421B,FL,United States,North America,United States,318.0,SMOH,649.0,SMOH,529.0,SPOH,529.0,SPOH,$
160000.0,EUR,1981.0,No information,4295.0,4.0,No information,Airplane,Piston Engine,2.0,Cessna,421,N/A,Germany,Europe,United States,,,,,,,,,Price: â‚¬
259000.0,USD,1978.0,Used,6338.0,7.0,IFR,Airplane,Piston Engine,2.0,Cessna,421C,NE,United States,North America,United States,1875.0,SMOH,860.0,SMOH,,,,,$
106000.0,USD,1976.0,Used,4839.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Archer Ii,FL,United States,North America,United States,12.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
10000.0,USD,1946.0,Used,3939.3759715731367,2.0,VFR,Airplane,Piston Engine,1.0,Piper Aircraft,J-3 Cub,PA,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
11200000.0,USD,2014.0,No information,350.0,4.0,No information,Airplane,Turbofan,2.0,Cessna,Citation X+,N/A,Singapore,Asia,United States,,,,,0.0,N/A,0.0,N/A,Price: USD $
430000.0,USD,1944.0,Used,23398.0,8.0,No information,Airplane,Piston Engine,2.0,Grumman,G21 Goose,TX,United States,North America,United States,439.0,SMOH,614.0,SMOH,183.0,SPOH,183.0,SPOH,$
185000.0,USD,1981.0,Used,5417.0,6.0,IFR,Airplane,Piston Engine,2.0,Cessna,340A,TX,United States,North America,United States,1658.0,SMOH,757.0,SMOH,,,,,$
113500.0,USD,1967.0,Used,4336.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,T210G,VA,United States,North America,United States,220.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
325000.0,USD,2020.0,New,60.0,2.0,VFR,Airplane,Piston Engine,1.0,Cubcrafters,Carbon Cub Ex-3,OK,United States,North America,United States,60.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
67500.0,USD,1968.0,Used,5547.0,4.0,No information,Airplane,Piston Engine,1.0,Beechcraft,E33 Bonanza,NE,United States,North America,United States,1724.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
520000.0,USD,2008.0,Used,1032.0,6.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,G36 Bonanza,OH,United States,North America,United States,1032.0,SNEW,0.0,N/A,,SOH,0.0,N/A,$
229900.0,USD,2013.0,Used,290.0,2.0,IFR,Airplane,Piston Engine,1.0,Glasair Aviation,Sportsman,WA,United States,North America,United States,290.0,,0.0,N/A,,,0.0,N/A,$
749000.0,USD,2016.0,Used,250.0,6.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,G36 Bonanza,IN,United States,North America,United States,250.0,SNEW,0.0,N/A,,,0.0,N/A,$
95000.0,USD,1976.0,Used,4428.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Arrow Ii,MI,United States,North America,United States,85.0,SMOH,0.0,N/A,,SMOH,0.0,N/A,$
370000.0,USD,2000.0,Used,1895.0,6.0,IFR,Airplane,Piston Engine,2.0,Piper Aircraft,Seneca V,MI,United States,North America,United States,35.0,SNEW,35.0,SNEW,82.0,SPOH,82.0,SPOH,$
67900.0,USD,1960.0,Used,1692.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Comanche 250,OH,United States,North America,United States,1692.0,,0.0,N/A,,SPOH,0.0,N/A,$
270000.0,USD,2013.0,Used,2850.0,4.0,No information,Rotorcraft,Piston Engine,1.0,Robinson Helicopter,R44,RI,United States,North America,United States,650.0,SMOH,0.0,N/A,,,0.0,N/A,$
69500.0,USD,1966.0,Used,3350.0,4.0,VFR,Airplane,Piston Engine,2.0,Piper Aircraft,Twin Comanche,MT,United States,North America,United States,1280.0,SMOH,1287.0,SMOH,678.0,SPOH,678.0,SPOH,$
390000.0,USD,1984.0,Used,4780.0,7.0,IFR,Airplane,Piston Engine,2.0,Piper Aircraft Corporation,700P,UT,United States,North America,United States,0.0,N/A,488.0,SFRM,1161.0,,1161.0,,$
30900.0,USD,1978.0,Used,8630.0,2.0,VFR,Airplane,Piston Engine,1.0,Cessna,152,TX,United States,North America,United States,179.0,STOH,0.0,N/A,,,0.0,N/A,$
269900.0,USD,2002.0,Used,1443.0,6.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Saratoga Ii Tc (1998 - 2008),KY,United States,North America,United States,1443.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
30000.0,USD,1966.0,Used,4435.0,2.0,VFR,Airplane,Piston Engine,1.0,Cessna,150F,IA,United States,North America,United States,450.0,SMOH,0.0,N/A,,SMOH,0.0,N/A,$
220000.0,USD,2001.0,Used,950.0,2.0,IFR,Airplane,Piston Engine,1.0,Micco,Sp26 Aerobatic,TX,United States,North America,United States,223.0,SFRM,0.0,N/A,,SNEW,0.0,N/A,$
5295000.0,USD,2005.0,No information,5185.0,4.0,No information,Airplane,Turbofan,2.0,Cessna,Citation Sovereign,MD,United States,North America,United States,,,,,0.0,N/A,0.0,N/A,Price: USD $
169000.0,USD,1974.0,Used,7314.0,6.0,IFR,Airplane,Piston Engine,2.0,Cessna,340,FL,United States,North America,United States,999.0,SMOH,999.0,SMOH,999.0,SPOH,999.0,SPOH,$
199000.0,USD,1974.0,Used,4391.0,6.0,IFR,Airplane,Piston Engine,2.0,Cessna,340,TN,United States,North America,United States,480.0,SMOH,480.0,SMOH,480.0,SNEW,480.0,SNEW,$
1350000.0,USD,1987.0,No information,4415.0,4.0,No information,Airplane,Turboprop,2.0,Rockwell,1000,IN,United States,North America,United States,,,,,,,,,Price: USD $
205000.0,USD,1977.0,Used,3023.0,6.0,IFR,Airplane,Piston Engine,2.0,Cessna,310R,VA,United States,North America,United States,598.0,SMOH,1192.0,SMOH,21.0,SPOH,21.0,SPOH,$
559000.0,USD,2013.0,Used,977.0,5.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22T-G5 Gts,FL,United States,North America,United States,977.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
107500.0,USD,1964.0,Used,3800.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,210D,OK,United States,North America,United States,820.0,SMOH,0.0,N/A,,SOH,0.0,N/A,$
68000.0,USD,1987.0,Used,3939.3759715731367,4.0,No information,Airplane,Piston Engine,1.0,Aviat,Pitts S2-S,TX,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
459900.0,USD,2010.0,Used,1208.0,4.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22-G3 Turbo Gts,KY,United States,North America,United States,1208.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
179000.0,USD,1954.0,Used,6639.0,2.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,T34A Mentor,FL,United States,North America,United States,484.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
72000.0,USD,1971.0,Used,8900.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,172L Skyhawk,TN,United States,North America,United States,185.0,SMOH,0.0,N/A,,SNEW,0.0,N/A,$
165000.0,USD,2005.0,Used,3939.3759715731367,2.0,VFR,Airplane,Piston Engine,1.0,American Champion,8-Gcbc Scout,NC,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
255000.0,USD,2005.0,Used,1353.0,4.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22-G2 Gts,CA,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
385000.0,USD,1978.0,No information,7775.0,4.0,No information,Airplane,Turbofan,2.0,Lockheed Corporation,Jetstar Ii,TX,United States,North America,United States,,,,,0.0,N/A,0.0,N/A,Price: USD $
160000.0,USD,1979.0,Used,6115.0,1.0,VFR,Airplane,Piston Engine,1.0,Grumman,G164B Ag Cat,OR,United States,North America,United States,495.0,SMOH,0.0,N/A,,SMOH,0.0,N/A,$
85000.0,USD,1946.0,New,31.0,2.0,VFR,Airplane,Piston Engine,1.0,Piper Aircraft,J-3 Cub,TX,United States,North America,United States,31.0,SMOH,0.0,N/A,,SNEW,0.0,N/A,$
650000.0,USD,2016.0,Used,996.0,5.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22T-G5 Gts,NV,United States,North America,United States,996.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
1225000.0,USD,2003.0,Used,2893.0,10.0,IFR,Airplane,Turboprop,1.0,Cessna,Caravan 208,LA,United States,North America,United States,264.0,SHSI,0.0,N/A,,SPOH,0.0,N/A,$
95000.0,USD,2001.0,Used,4100.0,2.0,VFR,Rotorcraft,Piston Engine,1.0,Robinson Helicopter,R22 Beta Ii,MO,United States,North America,United States,1900.0,SMOH,0.0,N/A,,,0.0,N/A,$
119000.0,USD,1951.0,Used,13803.0,2.0,VFR,Airplane,Piston Engine,1.0,Cessna,L19 305A Bird Dog,IL,United States,North America,United States,665.0,,0.0,N/A,,,0.0,N/A,$
535000.0,USD,1982.0,Used,1900.0,6.0,IFR,Airplane,Piston Engine,2.0,Cessna,340A,OH,United States,North America,United States,278.0,,278.0,,280.0,,280.0,,$
52500.0,USD,1963.0,Used,3808.0,4.0,IFR,Airplane,Piston Engine,2.0,Piper Aircraft,Twin Comanche,WA,United States,North America,United States,228.0,SMOH,910.0,STOH,,,,,$
145000.0,USD,2006.0,Used,1110.0,4.0,No information,Airplane,Piston Engine,1.0,Aviat,Husky A-1B,CA,United States,North America,United States,1110.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
170000.0,USD,1943.0,Used,6310.0,2.0,VFR,Airplane,Piston Engine,1.0,North American Aviation,Snj 4,MN,United States,North America,United States,600.0,SOH,0.0,N/A,,SOH,0.0,N/A,$
495000.0,USD,1985.0,No information,5507.0,4.0,No information,Airplane,Turbofan,2.0,Cessna,Citation Sii,N/A,United States,North America,United States,,,,,0.0,N/A,0.0,N/A,Price: USD $
575000.0,USD,2002.0,Used,299.0,6.0,IFR,Airplane,Piston Engine,1.0,Extra Flugzeugbau,Ea 400,WA,United States,North America,Germany,5.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
63000.0,USD,1972.0,Used,3690.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,172L Skyhawk,PA,United States,North America,United States,1690.0,SMOH,0.0,N/A,,,0.0,N/A,$
105000.0,USD,1976.0,Used,8040.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,182P Skylane,WI,United States,North America,United States,790.0,SMOH,0.0,N/A,,SMOH,0.0,N/A,$
70000.0,USD,1973.0,Used,3800.0,6.0,IFR,Airplane,Piston Engine,2.0,Cessna,310Q,IN,United States,North America,United States,1200.0,,1200.0,,1200.0,,1200.0,,$
126000.0,USD,2000.0,Used,98.0,4.0,VFR,Airplane,Piston Engine,1.0,Velocity Inc,Velocity Xl-Rg,FL,United States,North America,United States,98.0,,0.0,N/A,,,0.0,N/A,$
150000.0,USD,1977.0,Used,3613.0,7.0,No information,Airplane,Piston Engine,2.0,Piper Aircraft,Navajo C,GA,United States,North America,United States,257.0,SMOH,257.0,SMOH,257.0,SOH,257.0,SOH,$
110000.0,USD,1958.0,Used,5907.0,7.0,IFR,Airplane,Piston Engine,2.0,Rockwell,500,TN,United States,North America,United States,1567.0,SMOH,25.0,SMOH,,,,,$
569000.0,USD,2012.0,Used,2175.0,6.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Matrix,VA,United States,North America,United States,798.0,SMOH,0.0,N/A,,,0.0,N/A,$
2150000.0,USD,1999.0,Used,4100.0,10.0,No information,Airplane,Turbofan,2.0,Cessna,Citation X,IL,United States,North America,United States,,,,,0.0,N/A,0.0,N/A,$
109900.0,USD,1968.0,Used,4333.0,4.0,No information,Airplane,Piston Engine,1.0,Beechcraft,V35 Bonanza,IN,United States,North America,United States,584.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
300000.0,USD,1977.0,No information,9957.2,4.0,No information,Airplane,Turbofan,2.0,Cessna,Citation 500,TX,United States,North America,United States,,,,,0.0,N/A,0.0,N/A,Price: USD $
54999.0,USD,1961.0,Used,3939.3759715731367,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Comanche 250,OH,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
215000.0,USD,1982.0,Used,3706.0,6.0,No information,Airplane,Piston Engine,1.0,Cessna,A185F,CA,United States,North America,United States,736.0,SMOH,0.0,N/A,,SMOH,0.0,N/A,$
55500.0,USD,1963.0,Used,4881.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Cherokee 180,TX,United States,North America,United States,198.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
995000.0,USD,1981.0,Used,10685.0,11.0,IFR,Airplane,Turboprop,2.0,Cessna,Conquest Ii,OR,United States,North America,United States,975.0,SOH,975.0,SOH,1179.0,SPOH,1179.0,SPOH,$
119750.0,USD,1974.0,Used,8108.0,7.0,IFR,Airplane,Piston Engine,2.0,Cessna,414,AL,United States,North America,United States,1225.0,SMOH,1133.0,SMOH,174.0,SOH,174.0,SOH,$
315000.0,USD,2007.0,Used,1282.0,4.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22-G3 Turbo Gts,WI,United States,North America,United States,1282.0,SNEW,0.0,N/A,,,0.0,N/A,$
